regionID,iso3c,country_name,city_name,incomeID,measurement,units,year,source,comments
SAS,PAK,Pakistan,Lahore,LMC,population_population_number_of_people,# of people,2017,"Pakistan, Ministry of Statistics. 2017. ""Census Quick Result."" Accessed February 2018 http://www.statistics.gov.pk/census-results.html.",
ECS,TUR,Turkey,Sakarya Mm,UMC,population_population_number_of_people,# of people,2014,"JICA (Japan International Cooperation Agency). 2015. ""Data Collection Survey on Solid Waste Management in Turkey."" EX Research Institute Ltd. Kokusai Kogyo Co., Ltd. December. ",
SSF,SSD,South Sudan,Juba,LIC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,SVK,Slovak Republic,Trnava,HIC,population_population_number_of_people,# of people,2016,"City Population. 2017i. ""Slovakia: Regions and Major Cities."" Accessed June 9, 2017. https://citypopulation.de/Slovakia-Cities.html?cityid=466.",
SSF,ZMB,Zambia,Ndola ,LMC,population_population_number_of_people,# of people,2010,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
MEA,SAU,Saudi Arabia,Jeddah,HIC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
SSF,ZWE,Zimbabwe,Norton,LIC,population_population_number_of_people,# of people,2012,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2013d. “Household, Commercial and Industrial Solid Waste Characterisation Study: Norton,” by Hailey Johnson.",
SAS,NPL,Nepal,Biratnagar,LIC,population_population_number_of_people,# of people,2011,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB).",
LCN,NIC,Nicaragua,Managua,LMC,population_population_number_of_people,# of people,2010,"Wilson, David C., Ljiljana Rodic, Anne Scheinberg, Costas A. Velis, and Graham Alabaster. 2012. ""Comparative analysis of solid waste management in 20 cities."" Waste Management and Research, 2012, 30(3), 237-25.",
LCN,VEN,"Venezuela, RB",Caracas,UMC,population_population_number_of_people,# of people,2010,"Metropolitan City Hall of Caracas. 2012. ""Advances of the strategic plan, Metropolitan Caracas 2020."" [Alcaldía Metropolitana de Caracas. 2012. ""Avances del plan estratégico, Caracas metropolitano 2020.""] Caracas, July.",
SAS,LKA,Sri Lanka,Kurunegala,LMC,population_population_number_of_people,# of people,2016,"JICA (Japan International Cooperation Agency). 2016. ""Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka: Final Report.""  Kokusai Kogyo Co., Ltd. February.",
ECS,MKD,"Macedonia, FYR",Skopje,UMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,NLD,Netherlands,Eindhoven,HIC,population_population_number_of_people,# of people,2017,"City Population. 2018a. ""Eindhoven."" https://citypopulation.de/php/netherlands-admin.php?adm2id=0772.",
SSF,ZWE,Zimbabwe,Kariba,LIC,population_population_number_of_people,# of people,2012,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2013c. “Household and Commercial Solid Waste Characterisation Study: Kariba,” by Hailey Johnson.",
SAS,PAK,Pakistan,Sialkot,LMC,population_population_number_of_people,# of people,2010,"GHK Consulting Ltd. 2010. ""Sialkot Solid Waste Management Strategy and Action Plan."" TA 7321 –PAK Punjab Cities Improvement Investment Program. December.",
EAS,TUV,Tuvalu,Funafuti,UMC,population_population_number_of_people,# of people,2014,"UN DESA (United Nations Department of Economic and Social Affairs). 2014a. ""Population of Capital Cities in 2014 (thousands)."" World Urbanization Prospects: The 2014 Revision, CD-ROM Edition. Population Division, Department of Economic and Social Affairs, United Nations. June.",
LCN,URY,Uruguay,Montevideo,HIC,population_population_number_of_people,# of people,2011,"Uruguay, INE (National Institute of Statistics). 2011. ""Population by department of habitual residence, by area and sex, Total Country."" Census 2011. [INE (Instituto Nacional de Estadística) - Censos 2011. 2011. ""Población por departamento de residencia habitual, según área y sexo. Total País.""]",
LCN,PER,Peru,Cusco,UMC,population_population_number_of_people,# of people,2011,"Lizana, Juan A. Arenas. 2012. ""Social Inclusion Plan for Segregadores in the Provinces of Cusco, Calca and Urubamba"" [“Plan de Inclusión Social para Segregadores en las Provincias de Cusco, Calca y Urubamba”]. The World Bank. October.",
MEA,SYR,Syrian Arab Republic,Damascus,LMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,EST,Estonia,Tallinn,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2012,"R4R (Regions for Recycling). 2014. ""Improving the recycling system of Municipal Waste in Tallin based on the examples of Best Practices.""",
LCN,BLZ,Belize,Belize City,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"IDB (Inter-American Development Bank). 2011. ""Waste Generation and Composition Study for the Western Corridor, Belize, C.A., 2056/OC – BL."" Belize Solid Waste Management Authority. May.",5
SAS,AFG,Afghanistan,Kandahar,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2017,"Forouhar, Ali and Kiril D. Hristovski 2012. ""Characterization of the municipal solid waste stream in Kabul, Afghanistan."" Habitat International, 36(3), 406-413. DOI: 10.1016/j.habitatint.2011.12.024.","Calculated based on a volume of 292,908 cu.m./year using waste density of 413 kg/cu.m., using a specific weight of MSW in Kabul of 413 ± 52 kg/cu.m."
SSF,BWA,Botswana,Gaborone,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2011,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27.",1 (0.5-0.9 kg/person/day; average used)
ECS,HRV,Croatia,Zagreb,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"Ilakovak, Branka. 2017. BJ, Information Officer at Croatian Agency for the Environment and Nature. Personal communication.",
SSF,ETH,Ethiopia,Maichew,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"WaterAid. 2015g. ""Solid Waste Generation Rate and Characterization Study for Maichew Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November.",1 (0.3 kg/person/day)
SSF,BDI,Burundi,Ngozi,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"Mbuligwe, S. E. 2013. ""Solid Waste Management Assessment within Urban Settings in Burundi, Rwanda, and Tanzania."" United Nations Human Settlements Programme (UN-Habitat).","1 (18,500 kg/day); 6"
SAS,IND,India,Nagpur,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.","1 (1,000-1,100 tonnes/day, average used); 7"
SAS,IND,India,Shimla,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.",1 (93.26 tonnes/day); 7
LCN,CUB,Cuba,Havana,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"JICA (Japan International Cooperation Agency). 2007. ""The Study on Integrated Management Plan of Municipal Solid Waste in Havana City."" Volume IV: Data Book. Ministry of Science, Technology and Environment in Havana City, Republic of Cuba. Nippon Koei Co., Ltd. Pacific Consultants International. March.",
SSF,BDI,Burundi,Kayanza,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"Mbuligwe, S. E. 2013. ""Solid Waste Management Assessment within Urban Settings in Burundi, Rwanda, and Tanzania."" United Nations Human Settlements Programme (UN-Habitat).","1 (11,000 kg/day); 6"
SAS,IND,India,Delhi,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2014,"Thakur, Ritu. 2017a. Manager (Sustainability), ICLEI South Asia. Personal communication with India CPCB (Central Pollution Control Board).","1 (8,390 tonnes/day (North Delhi Municipal Corporation: 3,000 tonnes/day; South Delhi Municipal Corporation: 2,500 tonnes/day; New Delhi Municipal Council: 300 tonnes/day; East Delhi Municipal Corporation: 2,500 tonnes/day; Delhi Cantonement: 90 tonnes/day)); 7"
SSF,ETH,Ethiopia,Weldiya,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"WaterAid. 2015i. ""Solid Waste Generation Rate and Characterization Study for Weldiya Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November.","1 (13,115 kg/day); 4; mean hh generation rate: 0.17 kg/person/day; commercial center rate: 2.23 kg/day"
SSF,BDI,Burundi,Bujumbura,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2002,"UNECA (United Nations Economic Commission for Africa). 2009. ""Africa review report on waste management."" Addis Ababa, October 27-30.",1 (511 kg/person/year)
LCN,COL,Colombia,Medellin,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"University of Medellín-Mayoralty of Medellín. 2014. ""Update of the Comprehensive Solid Waste Management Plan (PGIRS) of the Municipality of Medellín, in compliance with resolution 0754."" [Universidad de Medellín-Alcaldía de Medellín ""Actualización del Plan de Gestión Integral de Residuos Sólidos (PGIRS)  del Municipio de Medellín dando cumplimiento a la resolución 0754.""] November 25.",
SAS,BGD,Bangladesh,Rajshahi,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2012,"BMDF (Bangladesh Municipal Development Fund). 2012. ""Study on Municipal Solid Waste Management: Chittagong City Corporation, Rajshahi City Corporation, Rangpur Municipality, Patuakhali Municipality."" Bangladesh Municipal Development Fund (BMDF). June 21.",1 (0.245 kg/person/day)
SAS,IND,India,Itanagar,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"Itanagar Municipal Council. n.d. ""Solid Waste Management."" Itanagar Municipal Council, Government of Arunachal Pradesh. http://www.imcarunachal.in/Waste%20Management.html.",1 (80 tonnes/day); 6
ECS,BIH,Bosnia and Herzegovina,Banja Luka,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"Bosnia and Herzegovina, Ministry of Spatial Deviation. n.d. ""Draft Waste Management Strategy in the Republic of Srpska for the period 2016-2025. NACR."" [MINISTARSTVO ZA PROSTORNO UREĐENJE, GRAĐEVINARSTVO I EKOLOGIJU. n.d.""Nacrt Strategije upravljanja otpadom u Republici Srpskoj za period 2016. –2025. godine NACR.""] http://www.vladars.net/sr-SP-Cyrl/Vlada/Ministarstva/mgr/Documents/Нацрт%20стратегије%20управљања%20отпадом%20у%20Републици%20Српској_436912698.pdf.",Calculated based on measurements at landfill and estimations of uncollected waste
SAS,AFG,Afghanistan,Kabul,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"World Bank. 2016d. ""Rapid Assessment of Kabul Municipality's Solid Waste Management System"" Report No. ACS19236. June. Environment and Natural Resources Global Practice, South Asia Region, World Bank. June.","1 (5,450 tonnes/day); 3"
SSF,GMB,"Gambia, The",Banjul,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2002,"Sanneh, E. S., Allen H. Hu, Y. M. Chang, and Edrisa Sanyang. 2011. ""Introduction of a Recycling System for Sustainable Municipal Solid Waste Management: A Case Study on the Greater Banjul Area of the Gambia."" Environment, Development and Sustainability 13: 1065–1080.",1 (219 tonnes/day); 4; 6; Value for Greater Banjul Area
LCN,BOL,Bolivia,La Paz,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2010,"Bolivia MMAyA/VAPSB/DGGIRS. 2011. ""Diagnosis of Solid Waste Management in the Department of La Paz"" [""Diagnóstico de la Gestión de Residuos Sólidos en el Departamento de La Paz""]. MMAyA (Ministry of Environment and Water [Ministerio de Medio Ambiente y Agua])/ VAPSB (Deputy Minister of Drinking Water and Basic Sanitation [Viceministro de Agua Potable y Saneamiento Básico])/ DGGIRS (General Director of Integral Management of Solid Residues [Director General de Gestión Integral de Residuos Sólidos]).","Calculated based on coverage rate of 89 percent of the geographic area and collection of 180,185.9 tonnes/year"
SSF,BFA,Burkina Faso,Ouagadougou,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2003,"Mas, Simon and Christian Vogler. 2006. ""Solid Waste Management in Ouagadougou"" [""La gestion des déchets solides à Ouagadougou""]. CREPA (Regional Center for Drinking Water (Centre Regional pour l´Eau Potable)). December. ",1 (0.65 kg/person/day); waste generation during the dry season is considered to be the average; rate takes into account variation across different types of hh
SSF,ETH,Ethiopia,Debre Tabor,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"WaterAid. 2015d. ""Solid Waste Generation Rate and Characterization Study for Debre Tabor Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November.",1 (sum of hh waste (13.4 tonnes/day) and commercial waste (4.6 tonnes/day)); mean hh generation rate: 0.17 kg/person/day and commercial center rate: 13.2 kg/day
SAS,IND,India,Imphal,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.",1 (80 tonnes/day); 7
ECS,BEL,Belgium,Liege,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2014,"Intradel (Association intermunicipal treatment waste Liege). 2014. ""Annual Report 2014."" [Intradel (Association Intercommunale de Traitement des Déchets Liégeois). 2014.""RAPPORT ANNUEL 2014.""]","Calculated as the sum of residual (142,000 tonnes/year), source-segregated (369,000 tonnes/year), and other municipal waste (14,300 tonnes/year)"
LCN,HTI,Haiti,Port Au Prince,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"SWANA Haiti Response Team. 2010. ""Municipal Solid Waste Collection Needs in Port-au-Prince, Haiti."" August. /// IHSI (Haitian Institute of Statistics and Informatics). 2015. ""Total Population of 18 Years and More Estimated Households and Densities in 2015."" [IHSI (Institut Haïtien de Statistique et d’Informatique). 2015. ""Population Totale de 18 Ans et Plus Menages et Densites Estimes En 2015.""] March.",
ECS,CZE,Czech Republic,Prague,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"European Commission. 2014l. ""Capital factsheet - Prague."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A.",1 (322.5 kg/person/year)
SSF,ETH,Ethiopia,Gerbe Guracha,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"WaterAid. 2015f. ""Solid Waste Generation Rate and Characterization Study for Gerbe Guracha Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November.",1 (sum of hh waste (11.6 tonnes/day) and commercial waste (2.85 tonnes/day)); mean hh generation rate: 0.28 kg/person/day and commercial center rate: 2.76 kg/day
ECS,CHE,Switzerland,Bern,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"Waste Management + Recycling, City of Bern. n.d. ""We do not leave the waste to happen."" [Entsorgung + Recycling, Stadt Bern. n.d. ""WIR ÜBERLASSEN DEN ABFALLNICHT DEM ZUFALL.""]",7
LCN,ARG,Argentina,Córdoba,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2010,"Anon. n.d.(b) ""Province of Cordoba"" [""PROVINCIA DE CÓRDOBA""].","1 (1,339 tonnes/day)"
LCN,BRA,Brazil,"Distrito Federal, Brasilia",UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"Brazil SLU (Urban Cleaning Service). 2017. ""Preparing to close the dump; Report of activities of the SLU; First half of 2017."" [SLU (Servicio de Limpieza Urbana). 2017. ""Preparando para fechar o lixão; Relatório de atividades do SLU; Primeiro semestre de 2017.""]","Calculated based on coverage rate of 98 percent in 2010 and collection of 818,771 tonnes in 2016"
LCN,CHL,Chile,Santiago De Chile,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"SEREMI of the Environment Metropolitan Region. 2014. ""Report on Solid Waste Management 2014 in the Metropolitan Region."" [SEREMI DE MEDIO AMBIENTE REGIÓN METROPOLITANA. 2014. ""Reporte sobre la gestion de Residuos Solidos 2014 en la Region Metropolitana.""] December 26.",
ECS,ARM,Armenia,Vanadzor,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"ERM (Environmental Resources Management) GmbH. 2014. ""Integrated Solid Waste Management Vanadzor, Armenia: Feasibility Study Report.” December.",1 (0.75 kg/person/day)
EAS,JPN,Japan,Toyama,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"Toyama Environment Policy Division, Environment Department, Toyama City. 2017.",
SAS,BGD,Bangladesh,Patuakhali,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2012,"BMDF (Bangladesh Municipal Development Fund). 2012. ""Study on Municipal Solid Waste Management: Chittagong City Corporation, Rajshahi City Corporation, Rangpur Municipality, Patuakhali Municipality."" Bangladesh Municipal Development Fund (BMDF). June 21.",1 (0.22 kg/person/day)
EAS,JPN,Japan,Kitakyushu,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"Kitakyushu. 2017. International Environmental Strategies Department, Environment Bureau.",
SAS,IND,India,Pune,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.","1 (1,700 tonnes/day); 7"
SAS,BGD,Bangladesh,Chittagong,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2012,"BMDF (Bangladesh Municipal Development Fund). 2012. ""Study on Municipal Solid Waste Management: Chittagong City Corporation, Rajshahi City Corporation, Rangpur Municipality, Patuakhali Municipality."" Bangladesh Municipal Development Fund (BMDF). June 21.",1 (0.34 kg/person/day)
MEA,ARE,United Arab Emirates,Dubai,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2011,"Saifaie, Abdulmajeed Abdulaziz. 2013. ""Waste Management in Dubai."" Envirocities eMagazine: A Magazine for the Environmental Center for Arab Towns. January. ",
LCN,ARG,Argentina,Rosario,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2010,"Anon. n.d.(c) ""Province of Santa Fe"" [""PROVINCIA DE SANTA FE""].","1 (1,202 tonnes/day)"
MEA,EGY,"Egypt, Arab Rep.",Cairo,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2012,"GIZ and SWEEP-Net. 2014c. ""Country Report on the Solid Waste Management in Egypt."" German Corporation for International Cooperation [Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH (GIZ)] and Regional Solid Waste Exchange of Information and Expertise Network in Mashreq and Maghreb Countries (SWEEP-Net), on behalf of the German Federal Ministry for Economic Cooperation and Development (BMZ). April.",
SSF,CMR,Cameroon,Bafoussam,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2000,"Karak, Tanmoy, R. M. Bhagat, and Pradip Bhattacharyya. 2012. ""Municipal Solid Waste Generation, Composition, and Management: The World Scenario."" Critical Reviews in Environmental Science and Technology, 42:1509-1630. Taylor and Francis Group, LLC. ISSN: 1064-3389 print / 1547-6537 online.",
ECS,BLR,Belarus,Grodno,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,Grodno Oblast and City Executive Committees. 2017. Personal communication with the World Bank.,"Value from Grodno Facility for Recycling and Mechanical Separation of Waste, as measured at the landfill"
SSF,COD,"Congo, Dem. Rep.",Kinshasa,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"Kalula, Patrice Tshitala. 2016. ""A Study of the Solid Waste Management Sector in the DRC: The Case of the City of Kinshasa, from 25 August to 19 December 2016"" [""État des lieux de la gestion des déchets solides en République Démocratique du Congo: Cas de la ville de Kinshasa, situation du 25 août au 19 décembre 2016""].","1 (7,000 tonnes/day); 6; less than 10 percent of waste is sent to Kinkole Landfill"
ECS,LTU,Lithuania,Vilnius,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"Vilnius City Municipality Council. 2015. ""Vilnius City Municipality Waste Management Plan for 2014-2020"" [""VILNIAUS MIESTO SAVIVALDYBĖS ATLIEKŲ TVARKYMO 2014–2020 M. PLANAS""] August 26.",44 percent of total waste comprises MSW
LCN,BLZ,Belize,San Pedro,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"IDB (Inter-American Development Bank). 2011. ""Waste Generation and Composition Study for the Western Corridor, Belize, C.A., 2056/OC – BL."" Belize Solid Waste Management Authority. May.",5
ECS,ESP,Spain,Pamplona,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2014,"Navarra, Department of Rural Development. 2016. ""Waste Plan of Navarre 2017-2027."" Environment and Local Administration. [Gobierno de Navarra, Departamento de Desarrollo Rural, Medio Ambiente y Administración Local. 2016. ""Plan de Residuos de Navarra 2017-2027.""] December 14.",
SAS,IND,India,Jaipur,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.","1 (1,486 tonnes/day); 7"
ECS,GBR,United Kingdom,London,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2012,"European Commission. 2014j. ""Capital factsheet - London."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2.",
EAS,JPN,Japan,Naha,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"City of Naha. 2017. Waste Management Division, Department of Environment. Personal communication.",
ECS,BEL,Belgium,Brussels,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"European Commission. 2014d. ""Capital factsheet - Brussels."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2.",
SAS,IND,India,Coimbatore,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.",1 (890 tonnes/day); 7
SAS,IND,India,Rudrapur,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.",1 (65 tonnes/day); 7
SAS,AFG,Afghanistan,Mazar-E-Sharif,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2017,"Forouhar, Ali and Kiril D. Hristovski 2012. ""Characterization of the municipal solid waste stream in Kabul, Afghanistan."" Habitat International, 36(3), 406-413. DOI: 10.1016/j.habitatint.2011.12.024.","Calculated based on a volume of 126,800 cu.m./year using waste density of 413 kg/cu.m., using a specific weight of MSW in Kabul of 413 ± 52 kg/cu.m."
MEA,MAR,Morocco,Rabat,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2014,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2014c. ""Moroccan network of urban waste management. Local public action and waste management of the members"" [""Réseau marocain de la gestion des déchets urbains. Action publique locale et gestion des déchets des villes membres""]. REMADGU.","1 (600-700 tonnes/day, average used)"
SAS,BTN,Bhutan,Thimphu,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"Bhutan, Water and Sanitation Division. 2016. ""Report on the Existing Drinking Water and Sanitaion Scenario in Thimphu City."" Water and Sanitation Division, Department of Engineering Services, Ministry of Works and Human Settlement, Government of Bhutan. Thimphu, March.",
SAS,IND,India,Ghaziabad,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.",1 (745 tonnes/day); 7
EAS,KIR,Kiribati,South Tarawa,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"SPREP (Secretariat of the Pacific Regional Environment Programme). 2016. ""Cleaner Pacific 2025: Pacific Regional Waste and Pollution Management Strategy, 2016–2025."" Secretariat of the Pacific Regional Environment Programme, Apia, Samoa. https://sustainabledevelopment.un.org/content/documents/commitments/1326_7636_commitment_cleaner-pacific-strategy-2025.pdf.",1 (average regional hh rate of 0.5 kg/person/day)
ECS,GRC,Greece,Thessaloniki,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"Municipality of Thessaloniki. 2016. ""The local Decentralized Waste Management Plan of the Municipality of Thessaloniki."" Greece. [ΕΛΛΗΝΙΚΗ ΔΗΜΟΚΡΑΤΙΑ., ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ. 2016. ""το τοπικό σχέδιο Αποκεντρωμένης ΔιαχείρισηςΑποβλήτων Δήμου Θεσσαλονίκης.""] April 25.",
SAS,IND,India,Tirunelveli,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.",1 (191.8 tonnes/day); 7
SAS,IND,India,Kochi,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India.",
NAC,CAN,Canada,Ottawa,HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"City of Ottawa. 2018b. ""Solid waste – data and reports."" https://ottawa.ca/en/residents/garbage-and-recycling/solid-waste-data-and-reports#facts-and-overview.","Calculated as the sum of hh waste (175,000 tonnes/year) and recyclables and organics (150,000 tonnes/year)"
LCN,GTM,Guatemala,Guatemala City,LMC,total_msw_total_msw_generated_tons_year,tonnes/year,2013,"Guatemala, INE (National Institute of Statistics Guatemala). n.d. ""Environmental Statistical Compendium 2014."" [Gobierno de Guatemala, INE (Instituto Nacional de Estadística Guatemala). n.d. ""Compendio Estadístico Ambiental 2014.""]",
MEA,LBN,Lebanon,Beirut,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"Sabbah, Bassam. 2017b. Personal communication (through Laceco yearly and monthly reports, which are internal reports that are communicated to the Ministry of Environment).",7
SSF,ETH,Ethiopia,Bati,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2015,"WaterAid. 2015b. ""Solid Waste Generation Rate and Characterization Study for Bati Town."" Getaneh Gebre Consultancy Service. November.",1 (0.15 kg/hh/day)
